app_name,user_name,rating,review,thumbs_up,date,casefolded_review,tokenize_review,review_tanpa_tanda_baca,review_tanpa_spasi,normalized_review,review_tanpa_stopwords,stemmed_review,cleaned_review
HelloTalk,Kim May,3,"aku coba2 pakai aplikasi ini,bagus si aku langsung dapat respon masuk tapi sayang,aku langsung dpt chat yng kurang baik,dengan membicarakan inti yng tak baik,dan percemahannya harus menonton iklan atau top up sejumlah dana,aku yng gaptek berharap bisa belajar tidak taunya malah nambah gaptek,jadi aku hapus aplikasi ini.",0,10/9/2025,"aku coba2 pakai aplikasi ini,bagus si aku langsung dapat respon masuk tapi sayang,aku langsung dpt chat yng kurang baik,dengan membicarakan inti yng tak baik,dan percemahannya harus menonton iklan atau top up sejumlah dana,aku yng gaptek berharap bisa belajar tidak taunya malah nambah gaptek,jadi aku hapus aplikasi ini.","['aku', 'coba2', 'pakai', 'aplikasi', 'ini', ',', 'bagus', 'si', 'aku', 'langsung', 'dapat', 'respon', 'masuk', 'tapi', 'sayang', ',', 'aku', 'langsung', 'dpt', 'chat', 'yng', 'kurang', 'baik', ',', 'dengan', 'membicarakan', 'inti', 'yng', 'tak', 'baik', ',', 'dan', 'percemahannya', 'harus', 'menonton', 'iklan', 'atau', 'top', 'up', 'sejumlah', 'dana', ',', 'aku', 'yng', 'gaptek', 'berharap', 'bisa', 'belajar', 'tidak', 'taunya', 'malah', 'nambah', 'gaptek', ',', 'jadi', 'aku', 'hapus', 'aplikasi', 'ini', '.']","['aku', 'coba2', 'pakai', 'aplikasi', 'ini', '', 'bagus', 'si', 'aku', 'langsung', 'dapat', 'respon', 'masuk', 'tapi', 'sayang', '', 'aku', 'langsung', 'dpt', 'chat', 'yng', 'kurang', 'baik', '', 'dengan', 'membicarakan', 'inti', 'yng', 'tak', 'baik', '', 'dan', 'percemahannya', 'harus', 'menonton', 'iklan', 'atau', 'top', 'up', 'sejumlah', 'dana', '', 'aku', 'yng', 'gaptek', 'berharap', 'bisa', 'belajar', 'tidak', 'taunya', 'malah', 'nambah', 'gaptek', '', 'jadi', 'aku', 'hapus', 'aplikasi', 'ini', '']","['aku', 'coba2', 'pakai', 'aplikasi', 'ini', '', 'bagus', 'si', 'aku', 'langsung', 'dapat', 'respon', 'masuk', 'tapi', 'sayang', '', 'aku', 'langsung', 'dpt', 'chat', 'yng', 'kurang', 'baik', '', 'dengan', 'membicarakan', 'inti', 'yng', 'tak', 'baik', '', 'dan', 'percemahannya', 'harus', 'menonton', 'iklan', 'atau', 'top', 'up', 'sejumlah', 'dana', '', 'aku', 'yng', 'gaptek', 'berharap', 'bisa', 'belajar', 'tidak', 'taunya', 'malah', 'nambah', 'gaptek', '', 'jadi', 'aku', 'hapus', 'aplikasi', 'ini', '']","['aku', 'coba2', 'pakai', 'aplikasi', 'ini', '', 'bagus', 'si', 'aku', 'langsung', 'dapat', 'respon', 'masuk', 'tapi', 'sayang', '', 'aku', 'langsung', 'dapat', 'chat', 'yng', 'kurang', 'baik', '', 'dengan', 'membicarakan', 'inti', 'yng', 'tak', 'baik', '', 'dan', 'percemahannya', 'harus', 'menonton', 'iklan', 'atau', 'top', 'up', 'sejumlah', 'dana', '', 'aku', 'yng', 'gaptek', 'berharap', 'bisa', 'belajar', 'tidak', 'taunya', 'malah', 'nambah', 'gaptek', '', 'jadi', 'aku', 'hapus', 'aplikasi', 'ini', '']","['coba2', 'pakai', 'aplikasi', '', 'bagus', 'si', 'langsung', 'respon', 'masuk', 'sayang', '', 'langsung', 'chat', 'yng', '', 'membicarakan', 'inti', 'yng', '', 'percemahannya', 'menonton', 'iklan', 'top', 'up', 'dana', '', 'yng', 'gaptek', 'berharap', 'belajar', 'taunya', 'nambah', 'gaptek', '', 'hapus', 'aplikasi', '']","['coba2', 'pakai', 'aplikasi', '', 'bagus', 'si', 'langsung', 'respon', 'masuk', 'sayang', '', 'langsung', 'chat', 'yng', '', 'bicara', 'inti', 'yng', '', 'cah', 'tonton', 'iklan', 'top', 'up', 'dana', '', 'yng', 'gaptek', 'harap', 'ajar', 'tau', 'nambah', 'gaptek', '', 'hapus', 'aplikasi', '']","['coba2', 'pakai', 'aplikasi', 'bagus', 'langsung', 'respon', 'masuk', 'sayang', 'langsung', 'chat', 'yng', 'bicara', 'inti', 'yng', 'cah', 'tonton', 'iklan', 'top', 'dana', 'yng', 'gaptek', 'harap', 'ajar', 'tau', 'nambah', 'gaptek', 'hapus', 'aplikasi']"
HelloTalk,cesar arafi,1,banyak yang ribut,0,10/9/2025,banyak yang ribut,"['banyak', 'yang', 'ribut']","['banyak', 'yang', 'ribut']","['banyak', 'yang', 'ribut']","['banyak', 'yang', 'ribut']",['ribut'],['ribut'],['ribut']
HelloTalk,Sahrial Bangde,5,aplikasi ini sangat bagus untuk praktek bahasa asing,0,10/9/2025,aplikasi ini sangat bagus untuk praktek bahasa asing,"['aplikasi', 'ini', 'sangat', 'bagus', 'untuk', 'praktek', 'bahasa', 'asing']","['aplikasi', 'ini', 'sangat', 'bagus', 'untuk', 'praktek', 'bahasa', 'asing']","['aplikasi', 'ini', 'sangat', 'bagus', 'untuk', 'praktek', 'bahasa', 'asing']","['aplikasi', 'ini', 'sangat', 'bagus', 'untuk', 'praktek', 'bahasa', 'asing']","['aplikasi', 'bagus', 'praktek', 'bahasa', 'asing']","['aplikasi', 'bagus', 'praktek', 'bahasa', 'asing']","['aplikasi', 'bagus', 'praktek', 'bahasa', 'asing']"
HelloTalk,Muhammad Luthfi Munawar,5,seruu Bangett,0,10/9/2025,seruu bangett,"['seruu', 'bangett']","['seruu', 'bangett']","['seruu', 'bangett']","['seru', 'banget']","['seru', 'banget']","['seru', 'banget']","['seru', 'banget']"
HelloTalk,Iza Iza,5,aplikasi ini sangat lah seru dan bisa mendapatkan banyak temen.dan juga bisa mendapatkan pacar orang luar negeri dan sahabat luar negeri dan juga temen luar negeri,0,10/9/2025,aplikasi ini sangat lah seru dan bisa mendapatkan banyak temen.dan juga bisa mendapatkan pacar orang luar negeri dan sahabat luar negeri dan juga temen luar negeri,"['aplikasi', 'ini', 'sangat', 'lah', 'seru', 'dan', 'bisa', 'mendapatkan', 'banyak', 'temen.dan', 'juga', 'bisa', 'mendapatkan', 'pacar', 'orang', 'luar', 'negeri', 'dan', 'sahabat', 'luar', 'negeri', 'dan', 'juga', 'temen', 'luar', 'negeri']","['aplikasi', 'ini', 'sangat', 'lah', 'seru', 'dan', 'bisa', 'mendapatkan', 'banyak', 'temendan', 'juga', 'bisa', 'mendapatkan', 'pacar', 'orang', 'luar', 'negeri', 'dan', 'sahabat', 'luar', 'negeri', 'dan', 'juga', 'temen', 'luar', 'negeri']","['aplikasi', 'ini', 'sangat', 'lah', 'seru', 'dan', 'bisa', 'mendapatkan', 'banyak', 'temendan', 'juga', 'bisa', 'mendapatkan', 'pacar', 'orang', 'luar', 'negeri', 'dan', 'sahabat', 'luar', 'negeri', 'dan', 'juga', 'temen', 'luar', 'negeri']","['aplikasi', 'ini', 'sangat', 'lah', 'seru', 'dan', 'bisa', 'mendapatkan', 'banyak', 'temendan', 'juga', 'bisa', 'mendapatkan', 'pacar', 'orang', 'luar', 'negeri', 'dan', 'sahabat', 'luar', 'negeri', 'dan', 'juga', 'temen', 'luar', 'negeri']","['aplikasi', 'seru', 'temendan', 'pacar', 'orang', 'negeri', 'sahabat', 'negeri', 'temen', 'negeri']","['aplikasi', 'seru', 'temendan', 'pacar', 'orang', 'negeri', 'sahabat', 'negeri', 'temen', 'negeri']","['aplikasi', 'seru', 'temendan', 'pacar', 'orang', 'negeri', 'sahabat', 'negeri', 'temen', 'negeri']"
HelloTalk,Rifa Ubaidatus,5,Aplikasi nya sangat membantu untuk berkenalan dengan negara lainnn sangat bagusss,0,10/8/2025,aplikasi nya sangat membantu untuk berkenalan dengan negara lainnn sangat bagusss,"['aplikasi', 'nya', 'sangat', 'membantu', 'untuk', 'berkenalan', 'dengan', 'negara', 'lainnn', 'sangat', 'bagusss']","['aplikasi', 'nya', 'sangat', 'membantu', 'untuk', 'berkenalan', 'dengan', 'negara', 'lainnn', 'sangat', 'bagusss']","['aplikasi', 'nya', 'sangat', 'membantu', 'untuk', 'berkenalan', 'dengan', 'negara', 'lainnn', 'sangat', 'bagusss']","['aplikasi', 'nya', 'sangat', 'membantu', 'untuk', 'berkenalan', 'dengan', 'negara', 'lainnn', 'sangat', 'bagus']","['aplikasi', 'nya', 'membantu', 'berkenalan', 'negara', 'lainnn', 'bagus']","['aplikasi', 'nya', 'bantu', 'nal', 'negara', 'lainnn', 'bagus']","['aplikasi', 'bantu', 'nal', 'negara', 'lainnn', 'bagus']"
HelloTalk,bagusyatim,4,gimana caranya susah anjay 🗿😑,0,10/8/2025,gimana caranya susah anjay 🗿😑,"['gimana', 'caranya', 'susah', 'anjay', '🗿😑']","['gimana', 'caranya', 'susah', 'anjay', '🗿😑']","['gimana', 'caranya', 'susah', 'anjay', '🗿😑']","['gimana', 'caranya', 'susah', 'anjay', '🗿😑']","['gimana', 'susah', 'anjay', '🗿😑']","['gimana', 'susah', 'anjay', '']","['gimana', 'susah', 'anjay']"
HelloTalk,Akiko Kazumi,3,"kenapa setiap video selalu tidak bisa ditonton, padahal koneksi ku bagus, kuharap ini segera diperbaiki.. plus thumbnail hello talk terlalu besar.",2,10/8/2025,"kenapa setiap video selalu tidak bisa ditonton, padahal koneksi ku bagus, kuharap ini segera diperbaiki.. plus thumbnail hello talk terlalu besar.","['kenapa', 'setiap', 'video', 'selalu', 'tidak', 'bisa', 'ditonton', ',', 'padahal', 'koneksi', 'ku', 'bagus', ',', 'kuharap', 'ini', 'segera', 'diperbaiki', '..', 'plus', 'thumbnail', 'hello', 'talk', 'terlalu', 'besar', '.']","['kenapa', 'setiap', 'video', 'selalu', 'tidak', 'bisa', 'ditonton', '', 'padahal', 'koneksi', 'ku', 'bagus', '', 'kuharap', 'ini', 'segera', 'diperbaiki', '', 'plus', 'thumbnail', 'hello', 'talk', 'terlalu', 'besar', '']","['kenapa', 'setiap', 'video', 'selalu', 'tidak', 'bisa', 'ditonton', '', 'padahal', 'koneksi', 'ku', 'bagus', '', 'kuharap', 'ini', 'segera', 'diperbaiki', '', 'plus', 'thumbnail', 'hello', 'talk', 'terlalu', 'besar', '']","['kenapa', 'setiap', 'video', 'selalu', 'tidak', 'bisa', 'ditonton', '', 'padahal', 'koneksi', 'saya', 'bagus', '', 'kuharap', 'ini', 'segera', 'diperbaiki', '', 'plus', 'thumbnail', 'hello', 'talk', 'terlalu', 'besar', '']","['video', 'ditonton', '', 'koneksi', 'bagus', '', 'kuharap', 'diperbaiki', '', 'plus', 'thumbnail', 'hello', 'talk', '']","['video', 'tonton', '', 'koneksi', 'bagus', '', 'harap', 'baik', '', 'plus', 'thumbnail', 'hello', 'talk', '']","['video', 'tonton', 'koneksi', 'bagus', 'harap', 'baik', 'plus', 'thumbnail', 'hello', 'talk']"
HelloTalk,Wildan Ulil Abshar,5,mantab👍,0,10/8/2025,mantab👍,['mantab👍'],['mantab👍'],['mantab👍'],['mantab👍'],['mantab👍'],['mantab'],['mantab']
HelloTalk,waode winda,5,"aplikasi yang sangat bagus , selain bisa dapat teman dari berbagai negara kita juga bisa meningkatkan kemampuan berbahasa Inggris",0,10/8/2025,"aplikasi yang sangat bagus , selain bisa dapat teman dari berbagai negara kita juga bisa meningkatkan kemampuan berbahasa inggris","['aplikasi', 'yang', 'sangat', 'bagus', ',', 'selain', 'bisa', 'dapat', 'teman', 'dari', 'berbagai', 'negara', 'kita', 'juga', 'bisa', 'meningkatkan', 'kemampuan', 'berbahasa', 'inggris']","['aplikasi', 'yang', 'sangat', 'bagus', '', 'selain', 'bisa', 'dapat', 'teman', 'dari', 'berbagai', 'negara', 'kita', 'juga', 'bisa', 'meningkatkan', 'kemampuan', 'berbahasa', 'inggris']","['aplikasi', 'yang', 'sangat', 'bagus', '', 'selain', 'bisa', 'dapat', 'teman', 'dari', 'berbagai', 'negara', 'kita', 'juga', 'bisa', 'meningkatkan', 'kemampuan', 'berbahasa', 'inggris']","['aplikasi', 'yang', 'sangat', 'bagus', '', 'selain', 'bisa', 'dapat', 'teman', 'dari', 'berbagai', 'negara', 'kita', 'juga', 'bisa', 'meningkatkan', 'kemampuan', 'berbahasa', 'inggris']","['aplikasi', 'bagus', '', 'teman', 'negara', 'meningkatkan', 'kemampuan', 'berbahasa', 'inggris']","['aplikasi', 'bagus', '', 'teman', 'negara', 'tingkat', 'mampu', 'bahasa', 'inggris']","['aplikasi', 'bagus', 'teman', 'negara', 'tingkat', 'mampu', 'bahasa', 'inggris']"
HelloTalk,Fira Ialuhun,5,sangat bagus,0,10/7/2025,sangat bagus,"['sangat', 'bagus']","['sangat', 'bagus']","['sangat', 'bagus']","['sangat', 'bagus']",['bagus'],['bagus'],['bagus']
HelloTalk,Ocarosita Y12s,5,bagus,0,10/7/2025,bagus,['bagus'],['bagus'],['bagus'],['bagus'],['bagus'],['bagus'],['bagus']
HelloTalk,Shanti Mario,5,Suka,0,10/7/2025,suka,['suka'],['suka'],['suka'],['suka'],['suka'],['suka'],['suka']
HelloTalk,Rtq Ladunni,5,Aplikasinya sangat bagus dan membantu untuk belajar bahasa inggris.tapi pas login kok akun google anda tidak bisa di sambung padahal saya sudah login beberapa waktu lalu saya mohon pihak helloTalk memperbaiki kesalahannya segera,0,10/7/2025,aplikasinya sangat bagus dan membantu untuk belajar bahasa inggris.tapi pas login kok akun google anda tidak bisa di sambung padahal saya sudah login beberapa waktu lalu saya mohon pihak hellotalk memperbaiki kesalahannya segera,"['aplikasinya', 'sangat', 'bagus', 'dan', 'membantu', 'untuk', 'belajar', 'bahasa', 'inggris.tapi', 'pas', 'login', 'kok', 'akun', 'google', 'anda', 'tidak', 'bisa', 'di', 'sambung', 'padahal', 'saya', 'sudah', 'login', 'beberapa', 'waktu', 'lalu', 'saya', 'mohon', 'pihak', 'hellotalk', 'memperbaiki', 'kesalahannya', 'segera']","['aplikasinya', 'sangat', 'bagus', 'dan', 'membantu', 'untuk', 'belajar', 'bahasa', 'inggristapi', 'pas', 'login', 'kok', 'akun', 'google', 'anda', 'tidak', 'bisa', 'di', 'sambung', 'padahal', 'saya', 'sudah', 'login', 'beberapa', 'waktu', 'lalu', 'saya', 'mohon', 'pihak', 'hellotalk', 'memperbaiki', 'kesalahannya', 'segera']","['aplikasinya', 'sangat', 'bagus', 'dan', 'membantu', 'untuk', 'belajar', 'bahasa', 'inggristapi', 'pas', 'login', 'kok', 'akun', 'google', 'anda', 'tidak', 'bisa', 'di', 'sambung', 'padahal', 'saya', 'sudah', 'login', 'beberapa', 'waktu', 'lalu', 'saya', 'mohon', 'pihak', 'hellotalk', 'memperbaiki', 'kesalahannya', 'segera']","['aplikasi', 'sangat', 'bagus', 'dan', 'membantu', 'untuk', 'belajar', 'bahasa', 'inggristapi', 'sesuai', 'login', 'kok', 'akun', 'google', 'anda', 'tidak', 'bisa', 'di', 'sambung', 'padahal', 'saya', 'sudah', 'login', 'beberapa', 'waktu', 'lalu', 'saya', 'mohon', 'pihak', 'hellotalk', 'memperbaiki', 'kesalahannya', 'segera']","['aplikasi', 'bagus', 'membantu', 'belajar', 'bahasa', 'inggristapi', 'sesuai', 'login', 'akun', 'google', 'sambung', 'login', 'mohon', 'hellotalk', 'memperbaiki', 'kesalahannya']","['aplikasi', 'bagus', 'bantu', 'ajar', 'bahasa', 'inggristapi', 'sesuai', 'login', 'akun', 'google', 'sambung', 'login', 'mohon', 'hellotalk', 'baik', 'salah']","['aplikasi', 'bagus', 'bantu', 'ajar', 'bahasa', 'inggristapi', 'sesuai', 'login', 'akun', 'google', 'sambung', 'login', 'mohon', 'baik', 'salah']"
HelloTalk,Erenzaq Triaprilia,3,sebenarnya ini aplikasi bagus cumaa kenapa aku sdah lama tapi ko ga ada satu pun yang mau berteman dengan ku? bahkan postingan ku sudah 2 bulan ku post tapi sama sekali tidak ada yang like.,0,10/7/2025,sebenarnya ini aplikasi bagus cumaa kenapa aku sdah lama tapi ko ga ada satu pun yang mau berteman dengan ku? bahkan postingan ku sudah 2 bulan ku post tapi sama sekali tidak ada yang like.,"['sebenarnya', 'ini', 'aplikasi', 'bagus', 'cumaa', 'kenapa', 'aku', 'sdah', 'lama', 'tapi', 'ko', 'ga', 'ada', 'satu', 'pun', 'yang', 'mau', 'berteman', 'dengan', 'ku', '?', 'bahkan', 'postingan', 'ku', 'sudah', '2', 'bulan', 'ku', 'post', 'tapi', 'sama', 'sekali', 'tidak', 'ada', 'yang', 'like', '.']","['sebenarnya', 'ini', 'aplikasi', 'bagus', 'cumaa', 'kenapa', 'aku', 'sdah', 'lama', 'tapi', 'ko', 'ga', 'ada', 'satu', 'pun', 'yang', 'mau', 'berteman', 'dengan', 'ku', '', 'bahkan', 'postingan', 'ku', 'sudah', '2', 'bulan', 'ku', 'post', 'tapi', 'sama', 'sekali', 'tidak', 'ada', 'yang', 'like', '']","['sebenarnya', 'ini', 'aplikasi', 'bagus', 'cumaa', 'kenapa', 'aku', 'sdah', 'lama', 'tapi', 'ko', 'ga', 'ada', 'satu', 'pun', 'yang', 'mau', 'berteman', 'dengan', 'ku', '', 'bahkan', 'postingan', 'ku', 'sudah', '2', 'bulan', 'ku', 'post', 'tapi', 'sama', 'sekali', 'tidak', 'ada', 'yang', 'like', '']","['sebenarnya', 'ini', 'aplikasi', 'bagus', 'cumaa', 'kenapa', 'aku', 'sdah', 'lama', 'tapi', 'ko', 'tidak', 'ada', 'satu', 'pun', 'yang', 'mau', 'berteman', 'dengan', 'saya', '', 'bahkan', 'postingan', 'saya', 'sudah', '2', 'bulan', 'saya', 'post', 'tapi', 'sama', 'sekali', 'tidak', 'ada', 'yang', 'like', '']","['aplikasi', 'bagus', 'cumaa', 'sdah', 'ko', 'berteman', '', 'postingan', '2', 'post', 'like', '']","['aplikasi', 'bagus', 'cumaa', 'sdah', 'ko', 'teman', '', 'postingan', '2', 'post', 'like', '']","['aplikasi', 'bagus', 'cumaa', 'sdah', 'teman', 'postingan', 'post', 'like']"
HelloTalk,ditli dit,5,aku main ini tapi ega seruh tapi aku puna teman jadi aku kasi bintan lima 😁,0,10/7/2025,aku main ini tapi ega seruh tapi aku puna teman jadi aku kasi bintan lima 😁,"['aku', 'main', 'ini', 'tapi', 'ega', 'seruh', 'tapi', 'aku', 'puna', 'teman', 'jadi', 'aku', 'kasi', 'bintan', 'lima', '😁']","['aku', 'main', 'ini', 'tapi', 'ega', 'seruh', 'tapi', 'aku', 'puna', 'teman', 'jadi', 'aku', 'kasi', 'bintan', 'lima', '😁']","['aku', 'main', 'ini', 'tapi', 'ega', 'seruh', 'tapi', 'aku', 'puna', 'teman', 'jadi', 'aku', 'kasi', 'bintan', 'lima', '😁']","['aku', 'main', 'ini', 'tapi', 'ega', 'seruh', 'tapi', 'aku', 'puna', 'teman', 'jadi', 'aku', 'kasi', 'bintan', 'lima', '😁']","['main', 'ega', 'seruh', 'puna', 'teman', 'kasi', 'bintan', '😁']","['main', 'ega', 'seruh', 'puna', 'teman', 'kasi', 'bintan', '']","['main', 'ega', 'seruh', 'puna', 'teman', 'kasi', 'bintan']"
HelloTalk,Wahyu 2011,4,"apk nya ini bagus banget sih,sedikit mau cerita aku kan hapus akun,trs bikin lagi,tapi kenapa ga ada satu orang pun yang mengunjungi akun aku gitu",19,10/7/2025,"apk nya ini bagus banget sih,sedikit mau cerita aku kan hapus akun,trs bikin lagi,tapi kenapa ga ada satu orang pun yang mengunjungi akun aku gitu","['apk', 'nya', 'ini', 'bagus', 'banget', 'sih', ',', 'sedikit', 'mau', 'cerita', 'aku', 'kan', 'hapus', 'akun', ',', 'trs', 'bikin', 'lagi', ',', 'tapi', 'kenapa', 'ga', 'ada', 'satu', 'orang', 'pun', 'yang', 'mengunjungi', 'akun', 'aku', 'gitu']","['apk', 'nya', 'ini', 'bagus', 'banget', 'sih', '', 'sedikit', 'mau', 'cerita', 'aku', 'kan', 'hapus', 'akun', '', 'trs', 'bikin', 'lagi', '', 'tapi', 'kenapa', 'ga', 'ada', 'satu', 'orang', 'pun', 'yang', 'mengunjungi', 'akun', 'aku', 'gitu']","['apk', 'nya', 'ini', 'bagus', 'banget', 'sih', '', 'sedikit', 'mau', 'cerita', 'aku', 'kan', 'hapus', 'akun', '', 'trs', 'bikin', 'lagi', '', 'tapi', 'kenapa', 'ga', 'ada', 'satu', 'orang', 'pun', 'yang', 'mengunjungi', 'akun', 'aku', 'gitu']","['aplikasi', 'nya', 'ini', 'bagus', 'banget', 'sih', '', 'sedikit', 'mau', 'cerita', 'aku', 'kan', 'hapus', 'akun', '', 'trs', 'bikin', 'lagi', '', 'tapi', 'kenapa', 'tidak', 'ada', 'satu', 'orang', 'pun', 'yang', 'mengunjungi', 'akun', 'aku', 'gitu']","['aplikasi', 'nya', 'bagus', 'banget', 'sih', '', 'cerita', 'hapus', 'akun', '', 'trs', 'bikin', '', 'orang', 'mengunjungi', 'akun', 'gitu']","['aplikasi', 'nya', 'bagus', 'banget', 'sih', '', 'cerita', 'hapus', 'akun', '', 'trs', 'bikin', '', 'orang', 'unjung', 'akun', 'gitu']","['aplikasi', 'bagus', 'banget', 'cerita', 'hapus', 'akun', 'trs', 'bikin', 'orang', 'unjung', 'akun', 'gitu']"
HelloTalk,Acha Acha,5,sangat baik dari apk yg pernah aku coba,0,10/6/2025,sangat baik dari apk yg pernah aku coba,"['sangat', 'baik', 'dari', 'apk', 'yg', 'pernah', 'aku', 'coba']","['sangat', 'baik', 'dari', 'apk', 'yg', 'pernah', 'aku', 'coba']","['sangat', 'baik', 'dari', 'apk', 'yg', 'pernah', 'aku', 'coba']","['sangat', 'baik', 'dari', 'aplikasi', 'yang', 'pernah', 'aku', 'coba']","['aplikasi', 'coba']","['aplikasi', 'coba']","['aplikasi', 'coba']"
HelloTalk,Nuril Askhyiah,5,bagus banget kak aku bisa belajar bahasa asing khususnya bahasa mandarin📚👍🤗 semangat 🔥,0,10/6/2025,bagus banget kak aku bisa belajar bahasa asing khususnya bahasa mandarin📚👍🤗 semangat 🔥,"['bagus', 'banget', 'kak', 'aku', 'bisa', 'belajar', 'bahasa', 'asing', 'khususnya', 'bahasa', 'mandarin📚👍🤗', 'semangat', '🔥']","['bagus', 'banget', 'kak', 'aku', 'bisa', 'belajar', 'bahasa', 'asing', 'khususnya', 'bahasa', 'mandarin📚👍🤗', 'semangat', '🔥']","['bagus', 'banget', 'kak', 'aku', 'bisa', 'belajar', 'bahasa', 'asing', 'khususnya', 'bahasa', 'mandarin📚👍🤗', 'semangat', '🔥']","['bagus', 'banget', 'kak', 'aku', 'bisa', 'belajar', 'bahasa', 'asing', 'khususnya', 'bahasa', 'mandarin📚👍🤗', 'semangat', '🔥']","['bagus', 'banget', 'kak', 'belajar', 'bahasa', 'asing', 'bahasa', 'mandarin📚👍🤗', 'semangat', '🔥']","['bagus', 'banget', 'kak', 'ajar', 'bahasa', 'asing', 'bahasa', 'mandarin', 'semangat', '']","['bagus', 'banget', 'ajar', 'bahasa', 'asing', 'bahasa', 'mandarin', 'semangat']"
HelloTalk,Aisyah apriyana Apri,5,sangat membantu,0,10/6/2025,sangat membantu,"['sangat', 'membantu']","['sangat', 'membantu']","['sangat', 'membantu']","['sangat', 'membantu']",['membantu'],['bantu'],['bantu']
HelloTalk,Alfian,2,ini apk bener² engga bisa sinyal jelek dikit aja bener² engg nerima,2,10/6/2025,ini apk bener² engga bisa sinyal jelek dikit aja bener² engg nerima,"['ini', 'apk', 'bener²', 'engga', 'bisa', 'sinyal', 'jelek', 'dikit', 'aja', 'bener²', 'engg', 'nerima']","['ini', 'apk', 'bener²', 'engga', 'bisa', 'sinyal', 'jelek', 'dikit', 'aja', 'bener²', 'engg', 'nerima']","['ini', 'apk', 'bener²', 'engga', 'bisa', 'sinyal', 'jelek', 'dikit', 'aja', 'bener²', 'engg', 'nerima']","['ini', 'aplikasi', 'bener²', 'engga', 'bisa', 'sinyal', 'jelek', 'dikit', 'saja', 'bener²', 'engg', 'nerima']","['aplikasi', 'bener²', 'engga', 'sinyal', 'jelek', 'dikit', 'bener²', 'engg', 'nerima']","['aplikasi', 'bener', 'engga', 'sinyal', 'jelek', 'dikit', 'bener', 'engg', 'nerima']","['aplikasi', 'bener', 'engga', 'sinyal', 'jelek', 'dikit', 'bener', 'engg', 'nerima']"
HelloTalk,Hany Pratiwi,5,i likeeeeeeee mandarinnnnnn,0,10/5/2025,i likeeeeeeee mandarinnnnnn,"['i', 'likeeeeeeee', 'mandarinnnnnn']","['i', 'likeeeeeeee', 'mandarinnnnnn']","['i', 'likeeeeeeee', 'mandarinnnnnn']","['i', 'likeeeeeeee', 'mandarinnnnnn']","['i', 'likeeeeeeee', 'mandarinnnnnn']","['i', 'likeeeeeeee', 'mandarinnnnnn']","['likeeeeeeee', 'mandarinnnnnn']"
HelloTalk,Thesa Thesa,5,bagus,0,10/5/2025,bagus,['bagus'],['bagus'],['bagus'],['bagus'],['bagus'],['bagus'],['bagus']
HelloTalk,Mada Saksena,2,Kenapa ya aku ga bisa dapat kode,0,10/4/2025,kenapa ya aku ga bisa dapat kode,"['kenapa', 'ya', 'aku', 'ga', 'bisa', 'dapat', 'kode']","['kenapa', 'ya', 'aku', 'ga', 'bisa', 'dapat', 'kode']","['kenapa', 'ya', 'aku', 'ga', 'bisa', 'dapat', 'kode']","['kenapa', 'ya', 'aku', 'tidak', 'bisa', 'dapat', 'kode']","['ya', 'kode']","['ya', 'kode']",['kode']
HelloTalk,Yusriadi Adi,5,hello talk ini sangat seru dan kita bisa berteman di sosial media,0,10/3/2025,hello talk ini sangat seru dan kita bisa berteman di sosial media,"['hello', 'talk', 'ini', 'sangat', 'seru', 'dan', 'kita', 'bisa', 'berteman', 'di', 'sosial', 'media']","['hello', 'talk', 'ini', 'sangat', 'seru', 'dan', 'kita', 'bisa', 'berteman', 'di', 'sosial', 'media']","['hello', 'talk', 'ini', 'sangat', 'seru', 'dan', 'kita', 'bisa', 'berteman', 'di', 'sosial', 'media']","['hello', 'talk', 'ini', 'sangat', 'seru', 'dan', 'kita', 'bisa', 'berteman', 'di', 'sosial', 'media']","['hello', 'talk', 'seru', 'berteman', 'sosial', 'media']","['hello', 'talk', 'seru', 'teman', 'sosial', 'media']","['hello', 'talk', 'seru', 'teman', 'sosial', 'media']"
HelloTalk,Syaripudin Mahmud,1,bermanfaat,0,10/2/2025,bermanfaat,['bermanfaat'],['bermanfaat'],['bermanfaat'],['bermanfaat'],['bermanfaat'],['manfaat'],['manfaat']
HelloTalk,Muhamad Saleh,1,cara login nya gimana si aku ngk tau,0,10/2/2025,cara login nya gimana si aku ngk tau,"['cara', 'login', 'nya', 'gimana', 'si', 'aku', 'ngk', 'tau']","['cara', 'login', 'nya', 'gimana', 'si', 'aku', 'ngk', 'tau']","['cara', 'login', 'nya', 'gimana', 'si', 'aku', 'ngk', 'tau']","['cara', 'login', 'nya', 'gimana', 'si', 'aku', 'ngk', 'tau']","['login', 'nya', 'gimana', 'si', 'ngk', 'tau']","['login', 'nya', 'gimana', 'si', 'ngk', 'tau']","['login', 'gimana', 'ngk', 'tau']"
HelloTalk,Budi Pekerti,5,kerennnn👍,0,10/1/2025,kerennnn👍,['kerennnn👍'],['kerennnn👍'],['kerennnn👍'],['kerennnn👍'],['kerennnn👍'],['kerennnn'],['kerennnn']
